scene,lap2mean_mean,lap2mean_std,lap2mean_max,lap2mean_min,lap2mean_median,lap2std_mean,lap2std_std,lap2std_max,lap2std_min,lap2std_median,bitrate,ssim
hevc_6_43_3,13.39739152,1.520150538,15.50151891,10.76241951,13.63288576,12.58432004,1.511689063,14.7212286,9.951755524,12.70619202,289.25,0.9749181
hevc_6_63_3,11.41024093,0.557183025,13.21246607,10.2404279,11.29300061,10.69270521,0.56533474,12.51378441,9.593357086,10.51532984,177.31,0.9867479
hevc_6_75_5,24.51267745,0.999707722,26.52011209,22.10972628,24.43771101,21.461375,0.91485357,23.34022903,19.31344986,21.39158821,317,0.9814009
hevc_6_102_6,21.38558929,3.591111062,27.01640556,15.29433064,22.47300124,18.87421281,3.267528522,24.00940323,13.59026051,19.87613964,672,0.975294
hevc_6_158_3,30.8530899,6.20309325,35.66013892,0.071291411,32.04257813,25.58007951,5.136834368,29.39609528,0.071180709,26.56812763,488.17,0.9639946
hevc_6_179_2,38.92727848,2.223016238,44.90733732,36.03542535,37.95303235,30.80988741,1.751881075,35.62014771,28.56707001,30.0355196,925.58,0.954223
hevc_6_182_3,31.89965012,3.610673747,38.35463947,15.34417165,31.66896785,25.21368814,2.802894927,29.9507103,12.31486702,25.09851265,871.39,0.9474723
hevc_6_263_8,13.74673985,1.255144746,17.69334719,11.63214351,13.47204741,12.64855358,1.11764457,16.21756744,10.63922691,12.34991693,413.99,0.9792254
hevc_6_327_2,17.88783981,0.831845073,20.54545207,16.42199208,17.82819852,15.67502455,0.785741704,18.19271278,14.24296856,15.58362103,916.34,0.96607
hevc_6_344_4,13.24856367,3.22157314,17.84512415,6.292445288,12.94413273,12.16357724,3.063473339,16.49133492,5.53367281,11.87534809,426.39,0.9782259
hevc_8_0_2,39.15911336,12.22329079,53.21938766,20.95635447,43.89131002,31.78849709,10.68442256,43.27997208,15.18580341,36.304636,786,0.9654139
hevc_9_1_12,24.72799359,1.130212769,27.85337477,22.61024019,24.50434094,22.04632062,1.066539018,24.99345779,20.07251167,21.83999443,307.71,0.9823864
hevc_12_1_4,22.05465008,0.939451978,25.74246965,20.44758194,21.87253761,19.94979776,0.725621384,22.52477837,18.76916122,19.80438137,697.97,0.85928
hevc_12_6_3,26.63855529,5.829095786,42.90320569,19.43439736,24.95275565,23.12832502,4.047195992,33.72002411,17.3586998,22.23025131,1461.42,0.8661657
hevc_13_15_3,9.804595962,0.147119435,10.10614632,9.42810642,9.847047863,8.63704496,0.138646971,8.928858757,8.279712677,8.679684162,103.7,0.987674
hevc_13_19_3,20.37609506,0.071812627,20.49167818,20.3207668,20.33170929,18.40475933,0.048466877,18.48597717,18.36020088,18.37549877,124.03,0.9868423
hevc_13_30_8,10.50235603,1.434703827,14.79963067,6.714816197,10.53788752,9.145715993,1.3048141,13.02942753,5.65472126,9.196774483,199.98,0.9734348
hevc_13_39_3,20.71538881,0.376531477,21.47516777,19.93608638,20.75965969,14.11321585,0.347920613,14.82074451,13.45913124,14.16175938,430.39,0.9774753
hevc_13_43_2,8.897675491,0.24728192,9.545573094,8.500623344,8.903088559,6.744952977,0.24619154,7.357310295,6.310734749,6.775032282,148.16,0.9830264
hevc_13_53_5,8.461168678,0.26602415,9.017709052,7.989299055,8.452036446,7.202647706,0.223804981,7.689598083,6.75874567,7.189276695,84.22,0.978909
hevc_19_0_14,13.59473672,1.821537341,16.25593623,11.54619376,12.31397033,12.19672714,1.921676883,14.90960217,10.0920763,10.81021786,144.27,0.9839001
hevc_19_15_3,19.40473785,1.257223636,21.72649086,16.95564407,19.45022177,17.84870337,1.266382106,20.17497063,15.34919357,17.91485214,128.87,0.9848211
hevc_20_9_2,17.19477674,0.992412007,19.84876136,15.76167906,16.81293342,15.0019754,0.98296874,17.75692749,13.58500195,14.67175388,370.62,0.970849
hevc_20_17_2,20.38711171,1.02933385,22.89409903,18.56448508,20.29537435,18.35837673,0.913989931,20.7904129,16.97460365,18.22617435,493.41,0.9636386
hevc_20_39_2,17.58037252,0.480010432,18.5453595,16.85341864,17.47798513,16.56895491,0.50272149,17.56948662,15.79068565,16.45942783,244.63,0.971688
hevc_20_74_3,25.52353202,0.799001113,27.77099255,24.27452373,25.37645157,24.29026174,0.719407642,26.25889015,23.06252861,24.15746689,517.7,0.9711357
hevc_20_80_3,20.05838735,0.612557196,21.56465824,18.65822265,20.01095205,19.20437925,0.60310342,20.61713791,17.85551071,19.15374947,370.74,0.9748128
hevc_20_84_8,10.47260965,1.231903079,13.63308896,7.961548188,10.74282879,9.28173914,1.161717149,12.28373909,6.939804554,9.535139084,235.28,0.9723274
hevc_20_93_2,15.61268282,0.190485998,16.16946974,15.29412162,15.58051901,14.27929422,0.177387992,14.80508327,13.98554707,14.2476182,164,0.9794683
hevc_20_99_7,18.28902871,0.215707417,18.8148642,17.63656864,18.29296666,16.5408512,0.205352493,17.03192139,15.92645836,16.5316906,236.49,0.9821061
hevc_20_110_2,10.20448905,1.33530445,12.61772021,7.711742108,10.03176469,9.537820234,1.340153157,11.96759701,7.037324905,9.374054432,299.74,0.9760305
hevc_20_117_5,7.098877911,0.637660262,8.957946864,5.372278811,7.102511604,6.671733261,0.618891081,8.492518425,5.021544933,6.677527428,227.39,0.9745595
hevc_20_123_3,11.11153175,0.678719328,12.78865445,10.16278561,10.96444853,10.37625037,0.664677881,12.0192852,9.44992733,10.25496769,240.91,0.9681262
hevc_20_127_3,15.27943912,0.711077491,17.57371125,14.11590553,15.0709934,14.26292121,0.709107642,16.45368385,13.02326775,14.04872131,313.97,0.97301
hevc_20_142_4,16.11022386,0.980307538,18.25986246,13.11883167,16.03109746,15.32219957,0.943064805,17.40300179,12.50980759,15.21103573,388.49,0.9668396
hevc_20_182_2,23.31477204,0.99613503,25.26877614,21.50699519,23.25578477,21.39133896,0.934087348,23.21905136,19.75926208,21.2777195,543.82,0.963591
hevc_20_199_5,17.8304885,0.690095588,19.69242405,16.56435721,17.63974529,16.97269566,0.722565734,18.84611511,15.6735487,16.80046844,217.16,0.9767185
hevc_20_210_3,16.56420547,1.262439361,19.87525412,13.91677698,16.54501952,15.7475745,1.274418351,19.12386703,13.08845806,15.74680233,314.13,0.9730058
hevc_20_224_2,13.77682961,0.748903874,15.4304089,12.61982908,13.59984853,12.81506145,0.714341749,14.39080334,11.68968296,12.65731192,261.68,0.9717802
hevc_20_228_2,11.31374593,1.256327071,13.96193643,9.22993644,11.15311583,10.29999763,1.194281094,12.90191746,8.260359764,10.12917328,488.9,0.9651832
hevc_20_232_2,15.59438763,0.818671046,17.79092289,14.42481973,15.30383071,13.31830784,0.746639519,15.35488129,12.28454494,13.05620384,412.24,0.9552188
hevc_20_279_2,10.53242783,0.64286528,12.03505989,9.382310382,10.49861274,8.412145185,0.565447904,9.881063461,7.409362793,8.384943485,474.83,0.9600716
hevc_23_9_2,23.10025139,0.745642389,25.0863061,21.53463156,23.01844389,20.04315873,0.660377535,21.81562042,18.65224075,19.95238686,250.19,0.9798782
hevc_23_27_2,11.25121573,0.64528308,12.84001607,10.24239905,11.17681852,10.72102953,0.678128509,12.34487438,9.619510651,10.62759113,155.12,0.9877852
hevc_23_34_2,18.93913664,1.258466039,20.90293176,16.31144109,19.56063961,16.68322859,1.120542507,18.43058968,14.38265991,17.25286674,318.36,0.9653426
hevc_23_67_2,23.14063126,1.546785826,26.56029288,20.08292288,22.97162238,20.02357966,1.330975169,23.00108147,17.41104698,19.75990105,429.3,0.9707172
hevc_23_110_2,7.197762436,1.604319024,9.951578784,2.671991714,7.341386131,5.830662289,1.596005814,8.808390617,1.815411091,6.018592834,768.85,0.9713252
hevc_23_123_2,10.69677723,5.067116861,21.25023193,2.780558811,9.638264025,9.367806247,4.502742414,18.63308525,2.208287477,8.569057465,906.36,0.9651075
hevc_23_152_3,11.88477507,2.773023186,16.6083589,8.42388224,11.62225047,10.63270472,2.307858749,14.87048912,7.649371147,10.44451809,533.53,0.9726785
hevc_23_156_3,20.44113966,0.472895457,21.74520786,19.74849956,20.32201099,18.21546482,0.438281902,19.39649963,17.59262848,18.12825775,287.56,0.9771468
hevc_23_163_2,21.06896839,0.856294728,23.56114521,19.48951478,20.93914041,19.37843436,0.800273061,21.78193855,17.90947151,19.25924683,471.27,0.9780283
hevc_23_166_3,18.74617107,0.41847885,19.93567307,18.11465811,18.63767871,16.78311101,0.367583262,17.7196312,16.20417786,16.69333267,211.59,0.9827565
hevc_23_173_2,17.32813087,1.237621284,19.7128704,13.58429033,17.46648118,15.41165143,1.05467751,17.65139198,12.22814846,15.45220947,255.43,0.9773062
hevc_23_186_4,5.951729452,2.253600986,11.56871468,2.548130405,5.321986829,4.322017595,1.724527375,8.999341011,2.002482891,3.728779078,398.02,0.9874482
hevc_23_220_2,12.94300052,0.875098869,16.04104309,11.69232698,12.72597876,11.3186513,0.759158025,14.30702305,10.42596245,11.13538122,555.96,0.9741746
hevc_23_223_2,9.926622207,6.284898225,24.39186116,1.855920291,10.88042214,9.078163152,5.626855604,21.89146423,1.741155863,9.95061779,590.8,0.9792558
hevc_23_226_4,7.598479911,4.400716942,18.60865999,1.84914701,8.542767345,6.565439045,3.881404556,16.3994751,1.730900526,7.008491039,534.21,0.98083
hevc_25_0_21,12.30352463,0.536944066,13.22752807,10.91154671,12.39015056,11.67303555,0.745496773,12.95228481,10.0912981,11.54201174,122.5,0.9841754
hevc_25_22_10,12.3028413,0.52628174,14.12273342,10.79736645,12.27944956,11.95615162,0.613694502,13.19604301,9.936162949,12.03669453,144.86,0.9846661
hevc_25_34_14,12.29522043,0.881268958,14.31450309,9.127942173,12.47050659,12.42107556,0.84022175,14.37312698,10.14927101,12.43358421,151.65,0.9818143
hevc_25_49_17,10.12479884,0.7090574,11.85127603,8.908649536,10.01649393,10.16482572,0.510932178,11.24387741,9.20868969,10.06171322,88.8,0.9838132
hevc_25_67_9,16.62286787,0.212904122,16.99938246,16.12185331,16.60966255,14.18881741,0.177578762,14.44577694,13.74936008,14.19863129,133.9,0.9854048
hevc_25_77_2,13.0069593,0.795839544,15.05757941,11.79714662,12.99528946,11.28845095,0.629536322,13.08937263,10.30914593,11.1749115,204.69,0.9305915
hevc_25_81_6,16.61778326,0.728182562,18.80660726,15.13362569,16.62369756,15.19861192,0.719475155,17.16739655,13.52786064,15.1909008,173.86,0.9834728
hevc_25_89_18,15.60636043,1.162254096,17.40934159,13.67763606,15.84996208,14.96756224,1.059897047,16.53869438,13.21784401,15.22841644,126.23,0.983398
hevc_25_108_2,9.355907353,0.264965555,9.887638551,8.885812969,9.288782422,9.630407496,0.255222778,10.12794209,9.013617516,9.622842789,146.76,0.9843643
hevc_25_111_3,20.32493213,0.573381799,22.27576866,19.45953004,20.2321548,17.29789503,0.473238187,18.88350105,16.53087997,17.26045036,283.11,0.9741521
hevc_25_115_3,9.975534745,0.208311361,10.42428941,9.680101289,9.915746908,11.10286968,0.207370133,11.53037357,10.75999641,11.08952045,89.18,0.9892404
hevc_25_119_56,13.39973297,0.814044126,15.31992854,12.15907329,13.26262015,12.42543252,0.753595546,13.9963541,11.31720257,12.34017849,103.72,0.9858961
hevc_25_176_8,12.77317809,0.405647078,13.66221534,11.86430825,12.83004833,11.90013113,0.444022261,12.73705482,11.12626076,11.99922943,89.07,0.985624
hevc_26_8_6,3.128707453,2.443572852,13.68620231,0.465951529,2.785379064,2.853829914,2.468290073,13.31264782,0.38710162,2.344905257,183.47,0.978675
hevc_26_34_7,14.75601808,8.669347239,32.5844231,3.067798935,14.48224302,13.70884141,8.365325859,31.07129288,2.49737072,13.35066795,716.94,0.923901
hevc_28_0_10,44.32668954,1.655674517,48.46589641,39.75543214,44.61598725,33.13142118,1.247010533,36.08712387,29.85411453,33.42002296,753.32,0.9728175
hevc_28_10_5,42.70888642,2.591218967,49.93862688,36.34886169,42.16147291,31.58589177,1.907225191,36.64405441,27.10447884,31.22285461,961.43,0.9634115
hevc_28_15_5,45.81858237,2.5871632,54.02464354,41.31905619,44.99351353,34.12996475,1.914102523,39.91997147,31.5596447,33.39996147,933.29,0.9638314
hevc_28_25_5,43.68472777,2.77047296,51.19755081,38.70409169,42.71236722,32.54597544,2.107189622,38.37282944,28.76714706,31.80809212,970.97,0.9592477
hevc_28_30_6,45.68758501,4.015979838,57.61456827,39.85990328,44.11845406,33.18346909,2.697421311,40.80028534,29.42687035,32.08726501,1221.28,0.9563155
hevc_28_37_4,38.54783031,2.561582642,46.16127734,34.36701434,37.59878159,29.15909011,1.971691623,34.8139534,26.16421127,28.44373035,930.44,0.9604893
hevc_28_41_10,39.81433784,2.647803999,48.46572011,35.96004388,39.05435145,30.29277,1.9844927,36.77840424,27.56742287,29.66983795,872.96,0.9589913
hevc_28_51_8,45.36982657,3.877882184,55.05535655,38.30892654,45.55887224,34.50715604,2.780074048,41.34701538,29.75325012,34.40921402,1154.27,0.9568279
hevc_28_59_11,42.48200305,3.687853204,54.27027001,32.95673841,41.8322914,33.87372395,2.816241782,41.31855392,26.47264099,33.52023506,1020.35,0.9483423
hevc_31_3_27,27.27625376,3.145921761,30.16568424,0,27.63695036,24.94910212,2.880006877,27.78383636,0,25.27013588,109.15,0.9937755
hevc_32_0_12,38.37305992,4.955800032,51.08529173,26.47246806,38.90665709,33.17900884,4.037877663,41.7489624,22.68971443,34.25178528,541.71,0.9778895
hevc_34_3_9,34.83548566,3.157867936,36.7806161,24.11257346,36.03650256,30.02872717,2.578473792,31.5424614,21.2109108,30.99704552,273.35,0.9864295
hevc_34_13_3,9.690010636,0.70707596,11.20122143,8.561023,9.59288985,8.488844384,0.723257702,9.989786148,7.280697823,8.361939907,177.7,0.9827004
hevc_34_50_4,19.15254899,0.96268185,21.40255229,16.9680279,19.02104,16.93579129,0.9526522,19.1844635,14.88197613,16.77422523,167.14,0.9806601
hevc_34_65_9,38.40068775,1.887063464,43.72887046,34.54162563,38.46862783,30.74295994,1.962658195,35.32213211,26.71842194,31.21430016,568.76,0.9812544
hevc_34_75_18,20.15035538,6.789139005,43.99068977,7.787694262,18.45782599,17.12488272,5.560994696,37.00339127,6.789360523,15.4731636,484.33,0.9687575
hevc_34_107_4,15.0267314,0.785189426,16.97488972,13.17716336,15.09463828,12.39720098,0.78357233,14.18771458,10.63059044,12.45944595,434.16,0.972762
hevc_34_180_13,26.39067491,7.26293089,31.72565254,13.09209627,31.02346061,23.902971,7.133345659,29.0185585,11.01814461,28.48429012,257.3,0.9799514
hevc_34_313_3,14.30689606,1.179714675,19.76324251,10.91958389,14.33147744,12.20477642,1.076704442,17.25550461,8.987811089,12.14666367,372.61,0.9751762
hevc_35_0_4,39.69477058,4.788288776,48.13245174,26.89223648,40.67617143,32.85105373,3.883937619,39.5370369,22.3938427,33.66581917,1134.17,0.9635507
hevc_35_5_5,16.86566581,5.925022803,25.10771837,3.99322747,18.59801602,17.13720517,5.93005404,25.87551498,4.020601749,19.22121811,120.35,0.9979844
hevc_35_70_3,33.14381018,1.685829342,37.58972502,28.65376323,32.80339006,27.78377745,1.451162545,31.46360016,24.2310257,27.49160385,699.52,0.9624727
hevc_39_20_3,15.63747698,0.605139206,17.32090539,14.61848239,15.50658918,14.4726923,0.598263743,16.1728878,13.45043468,14.35920858,233.41,0.9785647
hevc_39_181_7,9.934053379,2.711809406,17.46241168,5.851077132,11.23480483,9.359069864,2.553639927,16.19208527,5.36506319,10.6664052,233.18,0.9842481
hevc_41_28_6,32.78945189,1.301980363,35.0698922,29.86338319,32.81835141,30.63776318,1.226584162,32.78426743,27.82357597,30.64006042,178.61,0.9915647
hevc_41_36_24,25.32486883,3.877323871,31.83058141,13.64138285,26.21628457,22.49805191,3.665945244,27.78409004,11.13177204,23.41070557,594.9,0.9802272
hevc_41_76_4,22.26479875,0.470658149,23.47146887,21.49949752,22.30982607,22.65694933,0.460112504,23.9657135,21.89204979,22.63293934,117.81,0.99627
hevc_41_136_13,25.00768748,2.370353548,26.90067927,16.17328836,25.62519054,22.94808679,2.166085252,24.69968987,15.05499077,23.43421078,184.51,0.9832162
hevc_41_150_6,31.74452321,8.354049871,46.77164387,19.55659449,26.51266775,28.70542969,6.589592636,40.58172989,17.76545525,24.75193501,232.74,0.9904051
hevc_41_182_17,19.1927153,1.449162078,22.60462937,15.32921451,19.37829206,16.7946289,1.239645148,19.68768883,12.4002037,16.96691227,370.29,0.9838894
hevc_42_0_5,55.87273191,0.701986499,59.19145562,55.27716253,55.70104089,34.33824387,0.567107466,37.74892426,33.70752335,34.2260437,478.09,0.9857601
hevc_42_14_6,16.69319558,17.71646421,43.95831405,0,0.511414853,13.49458457,14.21239486,34.70831299,0,0.427773878,864.17,0.9733882
hevc_42_22_6,17.42187665,3.934829532,26.78413395,10.311186,17.21989782,15.90338914,3.9210903,24.34466553,8.330061913,15.9599061,801.41,0.9480955
hevc_42_40_3,9.515265261,2.369338335,11.10999718,0,10.19107283,8.464082766,2.111483955,9.965372086,0,9.054501057,103.33,0.9862715
hevc_42_45_4,12.41129727,2.414189902,29.04235063,1.183145016,12.45135515,10.35708309,2.072517942,24.51597404,0.849565148,10.37798166,345.82,0.9800594
hevc_42_70_3,28.13626942,1.596587004,31.08778209,21.99625573,28.19235377,21.6115903,1.082836012,23.74413109,17.70926476,21.67138958,910.75,0.968621
hevc_42_102_3,7.733628662,0.338854508,8.534585936,6.90800654,7.714308415,6.437793403,0.312416799,7.144940376,5.665554523,6.397297859,230.67,0.9837203
hevc_42_128_5,8.430209012,1.643922272,10.75526087,5.531191723,8.985865438,6.645884258,2.196033516,9.58189106,3.123381138,7.661096573,228.22,0.9816171
hevc_42_155_5,10.07014843,2.577267617,13.50767807,6.129167968,11.40424832,8.839047709,2.562966226,12.38317585,5.10022831,10.32077885,223.05,0.9821037
hevc_42_166_3,10.70296796,1.53247712,13.04954185,7.739728458,10.83405628,8.473807017,1.639396624,10.95754719,5.277143478,8.645494938,413.91,0.9733232
hevc_43_6_14,23.0314423,12.99852115,46.87721609,8.771722478,18.75598721,19.60624396,10.72298345,38.79266357,7.604459286,16.09011459,453.05,0.9706478
hevc_43_21_39,33.73683205,2.86562834,40.41072396,22.06945795,32.74319876,25.90701143,2.847884043,31.98038292,17.16751671,24.66958809,753.22,0.9683342
hevc_43_60_7,16.42385269,10.55680113,38.19265418,6.742204757,10.10826857,13.67277712,8.614500059,31.62871742,5.451447964,8.659759521,551.56,0.9693091
hevc_43_89_5,18.02365314,5.095003807,29.37245979,9.573674075,18.2559696,15.15545969,4.09513555,23.88373566,8.122724533,15.73360729,554.1,0.9627783
hevc_43_99_5,18.65238774,1.030411771,21.2019066,16.0478696,18.58305151,16.62353957,0.980689528,19.13152313,14.17346859,16.56490517,347.72,0.9767767
hevc_43_110_4,25.87522707,1.274475538,28.38048887,23.15741367,26.11430875,21.60892878,1.141519226,23.82069206,19.28050041,21.75206661,435.05,0.9821868
hevc_43_115_8,22.39171827,8.054074229,37.49781732,7.665051442,25.22637242,18.59884365,6.335064195,30.01558685,6.108884335,21.22601604,543.38,0.9720468
hevc_43_152_3,5.397255197,2.127466213,8.014932049,1.871477761,6.405075636,4.446106861,1.98278145,7.597611427,1.366819382,4.996952057,379.81,0.9761389
hevc_43_157_4,27.85470988,10.98128863,49.9153556,17.04731449,21.58814075,22.55398753,9.933360706,42.29624176,13.30171585,16.53082085,1123.42,0.9529724
hevc_43_162_4,22.27558514,0.803484461,24.73442805,20.86611329,22.08101027,17.8976933,0.721552759,20.01189804,16.59941292,17.74819565,499.69,0.9746231
hevc_43_170_3,22.11960499,0.953054043,25.08535721,20.71094266,21.8174358,19.62376427,0.913125191,22.4460907,18.27705383,19.33932686,211.51,0.9812642
hevc_43_174_4,22.08468588,0.825544247,24.65890353,20.47575247,21.86975682,18.91382372,0.749073907,21.16088295,17.50742722,18.71319199,259.49,0.9765801
hevc_43_179_4,17.15884594,0.7982237,19.73986247,15.73281116,17.16068559,14.90367246,0.610478307,17.07118034,13.84695435,14.85860252,197.81,0.977795
hevc_43_184_5,11.86902203,2.353331739,17.83489717,8.672903849,11.30849964,10.45945066,2.392715188,16.37345314,7.178389549,9.805904388,151.96,0.9783593
hevc_43_190_4,18.44200504,0.970163838,21.25725261,16.30573469,18.43064789,15.77961291,0.645024305,17.8785038,14.41794491,15.71034813,373.09,0.9802922
hevc_43_208_7,27.92487859,4.499091551,35.3267964,14.03469256,29.59410458,23.71618741,3.863250531,29.80488396,11.53647327,25.18347549,453.81,0.9784388
hevc_46_6_3,11.00188343,0.281618181,11.62203187,10.22805409,11.12598475,9.679486961,0.284798015,10.23884392,8.923291206,9.814245224,119.71,0.9807226
hevc_46_10_29,21.89867283,1.542040623,25.28587889,14.93967208,22.0105205,19.2570281,1.327194999,22.32230949,13.2526207,19.38768768,242.26,0.9753391
hevc_46_40_6,10.70372204,0.492101598,11.6111085,9.763202043,10.54878795,9.352992516,0.403403971,10.11959076,8.507614136,9.241272926,129.92,0.9809617
hevc_46_47_36,23.32739585,10.10921929,38.30439989,0.404329511,24.8925296,19.69010814,8.490838475,30.73404884,0.376274377,22.83418274,575.2,0.9686392
hevc_48_23_17,42.55568142,4.147892198,53.15713183,34.42929483,42.63548315,38.86581701,3.664676918,48.10712051,31.20022774,38.61515617,707.52,0.9496438
hevc_48_43_9,22.68417504,5.888738054,32.70611474,13.39910485,25.06629138,21.35982871,5.691249073,30.79454613,12.39868355,22.58692265,379.82,0.9668741
hevc_48_52_9,36.87409214,4.987304793,43.54251441,22.70076311,38.8757898,32.98568047,4.480521703,38.17560959,20.61042595,35.11632538,630.74,0.9750635
hevc_48_62_4,39.70217545,1.297344879,42.36916183,32.24893825,39.82964352,34.77273645,1.178842403,36.97299194,27.54189682,34.90545464,331.94,0.9798841
hevc_48_71_2,17.11825853,1.501738147,18.8851275,15.07211617,16.34517006,16.13294202,1.566169969,17.94062424,14.06555557,15.25402784,83.69,0.963534
hevc_48_74_2,36.38169033,0.991635872,37.68443091,33.92545539,36.45320412,32.42044103,0.935682288,33.61104202,30.13378334,32.51443672,335.46,0.9721792
hevc_48_77_3,27.20399908,0.845877903,29.16421423,22.27508228,27.09999882,24.8481475,0.817308958,26.47006607,19.4605484,24.76115513,448.15,0.964678
hevc_48_81_10,31.29526307,0.157288918,31.90804908,30.92523826,31.25368142,29.97520344,0.119883848,30.44862175,29.67008591,29.9480381,129.74,0.9617698
hevc_48_92_4,44.66153118,0.510827863,46.29932705,43.38584637,44.59394958,39.6574504,0.423136527,40.97467804,38.53321457,39.61763382,370.01,0.9777875
hevc_48_97_3,24.34342063,1.38193722,26.71436482,22.31181612,24.07365089,21.3005814,1.384630797,23.56093979,19.29995918,20.94228077,211.61,0.9808979
hevc_48_101_4,35.19404615,2.427259396,39.5700202,29.63856987,35.68496528,32.09705907,2.342905017,35.92340469,26.17486191,32.82978058,1078.82,0.9548609
hevc_48_106_5,20.5990291,0.97354477,23.00190661,18.96256302,20.38279869,18.95241771,0.896255012,21.17740631,17.4209137,18.81746101,443.6,0.9612134
hevc_48_121_3,16.83425641,0.506690186,18.06712541,15.74112173,16.87483416,14.60812724,0.435107645,15.63965321,13.57787132,14.65650177,182.29,0.9727639
hevc_48_125_3,19.697907,0.68868039,21.63412301,18.52298196,19.54557856,17.23771077,0.615389319,18.92929459,16.23261833,17.09518147,340.65,0.9665088
hevc_48_129_3,16.8492065,0.760306967,18.87866741,15.53375408,16.54225896,15.05545986,0.68892241,16.90847778,13.96031094,14.78416061,252.76,0.9732947
hevc_48_136_3,15.80493071,0.629824146,17.83046654,14.51624414,15.65730017,13.86387813,0.531764513,15.57094383,12.70879173,13.76713419,250.58,0.9687901
hevc_48_143_2,15.51900769,0.49546,17.44263057,14.64593572,15.41467843,13.93979512,0.419196768,15.52178192,13.21639729,13.83459187,179.02,0.9399223
hevc_48_146_5,12.70038911,2.8462878,19.87495547,6.857818218,11.99160851,11.41998676,2.466934856,17.53809929,6.034967422,10.92755985,272.21,0.9507606
hevc_48_168_12,32.95075511,7.665546273,45.47180778,21.69590258,30.99512161,29.26924453,7.075941667,40.52454758,19.17341232,26.78312302,542.07,0.9732147
hevc_48_181_4,36.10999275,5.345107258,45.36704422,30.00345337,33.68166714,31.14565456,5.375130146,40.06029892,25.42726898,28.48689938,552.14,0.9721974
hevc_48_213_4,43.545963,0.478552862,44.81994005,42.52389752,43.5267223,39.63929828,0.372892003,40.59487152,38.79833221,39.60900497,265.15,0.9721314
hevc_48_224_5,33.20177079,1.858409371,35.46657482,18.89415047,33.31809133,30.56943913,1.876966766,34.17108536,16.11790276,30.72849464,292.32,0.969486
hevc_48_235_3,41.06653615,1.2246112,43.87332785,39.18026,40.60717004,36.34193871,1.056388258,38.89606857,34.88069153,36.08773994,550.15,0.9792926
hevc_48_252_2,23.33292588,1.119598001,24.97214268,20.85931282,23.61941267,21.34886003,1.118225943,22.9335804,18.87834358,21.65557003,256.82,0.9793347
hevc_48_259_6,27.70261404,4.219409318,38.96713985,19.78628953,26.64080714,26.33387698,3.694002144,35.82701874,18.37250328,25.33820629,398.97,0.9642668
hevc_48_272_4,33.49915111,5.55409213,44.89166375,26.45592821,30.83405012,30.06843901,5.295459028,40.68556595,24.08353615,27.4388752,960.77,0.9347709
hevc_48_302_3,25.20870617,1.189530889,28.87546397,23.0518824,25.06239449,22.90587248,1.109037185,26.12997818,20.87302589,22.78490639,546.58,0.9585947
hevc_48_317_11,35.86302294,0.193798134,36.66248681,35.29828254,35.87210592,34.24228966,0.146063034,34.75789261,33.73146439,34.23490143,162.44,0.9681485
hevc_48_334_2,24.7954283,4.329686716,28.08001611,17.68813924,27.48119404,22.92404002,4.356396797,26.16284752,15.78999615,25.64273643,167.22,0.9732092
hevc_48_343_9,30.77428594,6.945446192,42.0241833,14.59038078,32.93079026,26.72841496,5.105970397,35.3923912,11.98132515,27.65602779,485.27,0.9742458
hevc_50_0_9,28.54133631,2.424141064,34.68098369,20.84816456,28.66715185,25.28302262,2.036493214,30.72408295,18.81643105,25.40646553,1049.64,0.9383929
hevc_50_11_6,24.67886279,2.104646523,31.87622642,19.63770597,24.99445678,21.35292253,1.481174119,26.46070099,17.6207428,21.4250536,1638.65,0.9153301
hevc_50_19_2,24.08273971,4.345349183,29.97516367,16.89354811,24.60570947,21.74255392,3.422536491,26.77556038,16.30323219,21.92226601,1217.94,0.949151
hevc_50_29_4,26.87547311,1.946875752,31.57201763,22.44378353,26.70974442,23.13372427,2.012464964,27.57068634,18.81388855,23.25341606,1208.15,0.9300127
hevc_50_34_2,25.96072223,0.947926369,28.12712557,23.82883964,25.93022508,23.40530213,0.864311119,25.41217422,21.50274277,23.42603111,979.36,0.9219131
hevc_50_38_2,27.69572326,1.149494542,31.06246267,24.77735699,27.76291689,22.92571734,0.984033626,25.88421249,20.42807961,22.94344902,1522.27,0.9401968
hevc_50_41_5,30.99034689,2.787805337,41.4640958,26.53934308,30.16050124,27.31700545,2.256142639,35.31710434,23.61129761,26.58362103,1821.05,0.8742364
hevc_50_53_11,41.75740361,2.935617343,49.95132885,34.86553586,41.92247403,34.88375299,2.478813036,41.42126846,28.59280968,35.15056229,1184.7,0.9314818
hevc_50_72_5,63.05910132,6.672015745,74.58815307,46.48758917,63.62764063,47.48765373,5.524534,58.09204865,34.948349,48.11476135,1801.71,0.9292121
hevc_50_83_2,57.56493134,2.683181432,66.31231223,49.54089762,57.94169474,43.1006992,1.964771459,49.67807007,37.01074219,43.2501564,1827.94,0.9584551
hevc_50_86_8,32.31689487,5.365478058,41.83978522,22.78660372,32.90748633,28.3103286,4.500917313,36.78678513,20.31344414,28.79187202,895.69,0.9491372
hevc_54_4_3,20.94501826,2.162404759,27.36550474,17.42271404,20.7679285,17.98020143,1.874263157,23.51968575,14.99177361,17.8176136,518.85,0.9738711
