clips,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,mean
hevc_48_213_4,0.004788873,0.004738329,0.004670024,0.004578606,0.004577839,0.004550993,0.004366732,0.004302242,0.004297118,0.004244134,0.004511489
hevc_48_224_5,0.190152834,0.175713636,0.155860017,0.148902819,0.147188882,0.129533671,0.122608087,0.120347603,0.113054392,0.111737024,0.141509896
hevc_48_235_3,0.60288033,0.574675245,0.570144231,0.479207311,0.451698394,0.411254261,0.404635023,0.356953391,0.335924388,0.310114441,0.449748701
hevc_48_252_2,0.023876757,0.021906955,0.019520309,0.018698592,0.018553585,0.018406687,0.018292572,0.018134145,0.017640252,0.017438151,0.019246801
hevc_48_259_6,10.02236443,9.762302675,9.415291763,9.379419113,9.168774012,9.085188737,8.297707462,7.638384742,6.69059859,5.990915839,8.545094737
hevc_48_272_4,76.48303862,68.03716672,64.17192088,61.38924755,57.07097595,44.59173569,35.82399362,31.05088478,29.53777177,24.45523412,49.26119697
hevc_48_302_3,0.227607231,0.183215761,0.181228734,0.172540896,0.166990834,0.14131062,0.138744801,0.138620039,0.117645653,0.112770003,0.158067457
hevc_48_317_11,0.005958726,0.005807847,0.005698852,0.005623261,0.005084986,0.004812301,0.004365068,0.004264526,0.004257374,0.004254123,0.005012706
hevc_48_334_2,0.032809302,0.032782382,0.025135704,0.024215537,0.023063736,0.022969111,0.021333356,0.020751932,0.020420027,0.019918348,0.024339943
hevc_48_343_9,1.231489536,1.053942364,0.791388376,0.615702595,0.332737511,0.203676677,0.184091761,0.178858495,0.117093978,0.054320256,0.476330155
hevc_50_0_9,0.672201223,0.622323937,0.601198895,0.41075531,0.334821115,0.23608253,0.198030538,0.196284259,0.123248195,0.103194835,0.349814084
hevc_50_11_6,0.096193071,0.08396429,0.074338951,0.05247287,0.017440436,0.015711269,0.012599652,0.006325101,0.005256772,0.004194347,0.036849676
hevc_50_19_2,147.1723993,121.4631388,120.1094859,79.09296608,55.39980027,55.23852947,4.513372681,0.795230401,0.112378302,0.064814163,58.39621154
hevc_50_29_4,0.036686821,0.028058194,0.021063665,0.020284271,0.018104287,0.015124061,0.014644134,0.012374182,0.009378979,0.003385523,0.017910412
hevc_50_34_2,0.021719735,0.016721197,0.015905901,0.014806907,0.014194778,0.005903983,0.005174636,0.004336522,0.004283096,0.003907519,0.010695427
hevc_50_38_2,0.415446818,0.369675424,0.327779029,0.199317486,0.18525797,0.145460146,0.139703188,0.128642884,0.107950178,0.05946756,0.207870068
hevc_50_41_5,47.20564181,46.43773511,38.30555282,27.53975329,27.51903654,26.02215988,16.37372665,15.54817994,4.324964005,0.916888164,25.01936382
hevc_50_53_11,2.965806225,2.80449958,1.761456177,0.355882988,0.154659037,0.102741179,0.064564431,0.042826586,0.036181137,0.029903748,0.831852109
hevc_50_72_5,50.95202329,43.32215512,30.56986743,25.4204489,23.13062319,19.63592559,19.54506591,13.46186463,10.58915212,6.601977543,24.32291037
hevc_50_83_2,0.252940368,0.129433427,0.123096311,0.094478896,0.079761304,0.05444825,0.040587966,0.038488007,0.035148796,0.03189122,0.088027454
hevc_50_86_8,21.32116652,19.42450837,1.862598525,1.474264718,0.975402843,0.829435552,0.29175773,0.199005989,0.156088204,0.133187526,4.666741598
hevc_54_4_3,2.54125759,2.17098227,2.053285043,1.523583761,0.800165069,0.78065554,0.609193395,0.258340753,0.142793837,0.10205691,1.098231417
hevc_54_15_2,74.73673092,61.30955689,58.22740416,57.24797779,48.73037727,42.41131823,31.13649514,19.64266614,6.686342842,1.353105005,40.14819744
hevc_54_18_3,4.744165995,4.331636855,3.898596901,3.052055711,2.851073842,2.595488995,2.562414287,1.439106964,1.434382645,1.095249994,2.800417219
hevc_54_31_6,0.817636148,0.743553997,0.578013009,0.569252566,0.569128528,0.482575587,0.468027311,0.402074922,0.39031572,0.320305122,0.534088291
hevc_54_41_8,1.129119243,0.987725837,0.90700276,0.899828203,0.86862275,0.809353449,0.729411166,0.720209009,0.681340725,0.507437103,0.824005025
hevc_54_56_5,0.031354727,0.027959776,0.027258579,0.026418677,0.021312116,0.021272402,0.018743979,0.018540735,0.018476102,0.015952948,0.022729004
hevc_54_84_3,0.038184427,0.016437168,0.009672317,0.008538224,0.006663129,0.006201754,0.00496925,0.002860917,0.00159559,0.00096789,0.009609067
hevc_54_110_7,2.764146846,1.948400137,1.643002274,1.635400313,1.622306081,1.054419502,0.538213543,0.331059906,0.31221229,0.296943072,1.214610396
hevc_54_122_6,0.186407645,0.173683696,0.16347859,0.148440086,0.103257835,0.100554192,0.083381791,0.069671015,0.058945635,0.055413667,0.114323415
hevc_54_139_3,0.76095548,0.59326833,0.390380072,0.356913858,0.291724703,0.290360323,0.255912996,0.16032413,0.156777636,0.148947206,0.340556473
hevc_54_143_3,0.093692511,0.034514918,0.031704512,0.026151847,0.016641458,0.010247048,0.008845042,0.008340504,0.005203923,0.003005661,0.023834742
hevc_55_0_2,0.087361858,0.075902102,0.053340513,0.039565862,0.031358606,0.030356999,0.027563235,0.024273166,0.019065496,0.018352776,0.040714061
hevc_55_4_1,2.929503312,2.764267951,2.018315842,1.992847217,1.983130726,1.830878086,1.692734455,1.075501938,1.029475567,0.905588134,1.822224323
hevc_55_6_2,0.55769878,0.414420826,0.280854995,0.244845792,0.072158874,0.020255217,0.019329019,0.016343586,0.014859292,0.010691215,0.16514576
hevc_55_9_2,0.321878015,0.217121765,0.177504052,0.174499685,0.127011964,0.10423037,0.086653647,0.053660323,0.049417634,0.04715215,0.135912961
hevc_55_14_1,0.336517818,0.334301198,0.317636438,0.167007791,0.157492467,0.147113885,0.14421158,0.127721132,0.111796961,0.088604633,0.19324039
hevc_55_19_1,1.724183176,1.721173299,0.969288271,0.924256603,0.800194821,0.77811669,0.594123818,0.41081191,0.224450923,0.200137203,0.834673671
hevc_55_22_3,0.051957678,0.048594082,0.022415938,0.020722763,0.019183045,0.019087362,0.018379418,0.01754706,0.014213827,0.014063571,0.024616474
hevc_55_26_1,0.699844305,0.65749428,0.643979923,0.608680176,0.592532783,0.534232874,0.356815112,0.305311913,0.30079948,0.299493783,0.499918463
hevc_55_28_2,0.001878004,0.001720532,0.001496162,0.00145086,0.001187174,0.001154597,0.000822498,0.000699424,0.000648357,0.000520128,0.001157774
hevc_56_13_2,0.087133527,0.078558174,0.075868853,0.074896393,0.068020844,0.066079935,0.055869638,0.055193099,0.05287756,0.048548975,0.0663047
hevc_56_16_2,4.257223577,4.074343816,3.928853859,3.692669106,3.575378456,3.504768667,3.394357177,2.876553698,2.602143556,1.903346013,3.380963793
hevc_56_19_3,0.35624947,0.342886792,0.321393164,0.257838724,0.247377439,0.199199359,0.178359317,0.154386561,0.147733377,0.13262359,0.233804779
hevc_56_23_2,5.931021951,5.446852309,1.408220604,0.433784604,0.236463951,0.039249388,0.030510488,0.022978279,0.014247045,0.013249628,1.357657825
hevc_56_27_2,5.470340863,4.792046703,3.866284304,3.629447727,3.519127689,3.480521608,3.163600967,3.095538273,3.052605509,3.047329615,3.711684326
hevc_56_31_2,7.423563127,7.00880254,6.870993313,6.870206378,6.74137402,5.961693805,5.017581846,4.93328733,4.55022595,4.31283864,5.969056695
hevc_56_39_2,0.066272315,0.061506584,0.053808284,0.053000781,0.043197987,0.032934897,0.03228244,0.031634165,0.029493772,0.028072069,0.043220329
hevc_56_41_2,41.7287252,37.93893176,36.874504,35.18952251,33.34922885,31.45619835,29.50023668,28.10612275,24.59366787,24.27567656,32.30128145
hevc_56_44_2,5.275944968,4.431030309,3.381262415,3.365135796,2.722996165,2.209375282,1.904268413,1.672825878,1.636123614,1.63001356,2.82289764
hevc_56_46_2,0.045094498,0.042582466,0.042082976,0.040523667,0.040140506,0.035988857,0.035536973,0.034647605,0.031298802,0.025584442,0.037348079
hevc_56_56_2,0.070107266,0.068871346,0.066948906,0.064110351,0.06014342,0.058690927,0.057952847,0.057396753,0.056468569,0.056299055,0.061698944
hevc_56_58_2,1.579358968,1.513769734,1.451948964,1.44962736,1.311906629,1.264671635,1.25967692,1.208831253,0.993970536,0.772795404,1.28065574
hevc_56_61_2,2.657492957,2.546244746,2.444528384,2.427468996,2.265525431,1.653460966,1.512365439,1.51221756,1.511047545,1.503327184,2.003367921
hevc_56_67_2,46.69929807,41.80441576,40.54202079,40.38988231,39.88257019,36.91199873,36.65975458,35.73874113,34.8719264,33.94378851,38.74443965
hevc_56_70_2,5.796237816,5.562794518,5.270054468,5.249550939,5.114128537,5.001194345,4.579529918,3.834478961,3.725888071,3.142814801,4.727667237
hevc_56_73_3,50.19476579,49.39319884,32.69520247,24.03797663,22.94271656,15.52790341,14.38571047,12.40907982,12.09799769,8.740911293,24.2425463
hevc_56_80_2,1.87962392,1.539216933,1.357904023,1.313295604,1.172853284,1.140911306,0.897602534,0.771388314,0.717298906,0.693809325,1.148390415
hevc_56_86_3,6.835458468,4.977795143,4.918535177,4.188566122,3.980234671,3.359422306,2.812876756,1.896973284,1.840834208,1.131309618,3.594200575
hevc_56_90_6,17.61992013,16.38113825,16.09899996,14.36998905,12.8355817,12.34530339,12.26023834,12.19409874,7.657371979,6.943177134,12.87058187
hevc_57_6_4,0.645314995,0.435200896,0.434959249,0.381887502,0.304963163,0.227880152,0.212833064,0.198207773,0.191708383,0.183382125,0.32163373
hevc_57_11_4,6.380003831,5.346952527,5.201499705,4.793251003,4.421847767,3.807314059,2.689217251,1.711782539,1.265580745,1.15988069,3.677733012
hevc_57_16_4,9.275454289,8.522307792,8.35525944,7.434853264,5.810775369,4.874735318,4.219652497,3.980115114,3.64073894,3.310209516,5.942410154
hevc_57_21_4,16.59807235,15.71359796,15.53014115,14.02165621,13.45272256,13.36945071,11.96185111,11.88651249,11.53641893,9.409437395,13.34798609
hevc_57_26_4,3.652083056,3.441521784,3.06621029,2.834824358,2.550720847,2.111967318,1.951398334,1.821090513,1.487591471,1.216290903,2.413369888
hevc_57_31_5,5.330236359,5.326999669,4.564398644,3.49495382,2.428309909,2.263420508,1.95719835,1.70975158,1.318935035,1.280620409,2.967482428
hevc_57_36_5,25.81047289,22.19540869,21.8943499,19.90026612,18.67250085,18.34348499,17.65709446,16.2946887,15.01580175,14.67538512,19.04594535
hevc_57_42_4,6.609076399,6.329696852,5.783293161,5.416077226,5.400549041,5.177391802,3.344914037,3.105006552,2.696571453,2.507923821,4.637050034
hevc_57_47_9,0.548234656,0.524138053,0.489186376,0.48809178,0.469241215,0.465896523,0.459223018,0.451131585,0.449869036,0.414489408,0.475950165
hevc_57_57_4,5.972548799,5.642256899,5.545300603,5.413079838,4.901303574,4.857022726,4.125462173,3.335555339,3.124128054,2.090136455,4.500679446
hevc_57_62_5,13.73292373,13.65129823,11.50880787,9.864984879,9.056053639,8.949393082,8.944353485,8.165502847,8.129342052,7.860663196,9.9863323
hevc_57_67_5,2.848704855,2.68425672,2.651059108,2.528901903,2.207670158,2.022381428,1.819621396,1.645034209,1.475782768,1.474713405,2.135812595
hevc_57_73_4,11.93982648,10.99962751,10.8690986,10.82665104,9.273185484,7.762416164,7.513709241,7.23933518,6.538227483,5.969344602,8.893142178
hevc_57_78_4,12.43411655,12.36510545,12.1488457,12.09158961,11.97428345,10.92103572,9.388285747,9.159844293,8.63113374,7.995105392,10.71093457
hevc_57_83_4,3.554488472,3.524366389,3.370920576,3.258436634,2.853861461,2.761796462,2.538876837,2.434183263,2.426796325,2.380704059,2.910443048
hevc_57_88_4,3.010578171,2.967652795,2.955306783,2.939771073,2.771053063,2.686368857,2.318493668,1.770572744,0.933831503,0.92994169,2.328357035
hevc_57_93_5,0.090964624,0.081512724,0.066361592,0.050861165,0.048534038,0.048324411,0.046046146,0.04075272,0.039247718,0.037763709,0.055036885
hevc_58_3_2,16.543286,13.32664709,12.98692026,10.25980065,9.137325788,8.827572799,8.432367407,6.871940696,5.149553976,5.051034487,9.658644916
hevc_58_8_2,0.007580393,0.007466207,0.006988376,0.006850133,0.006815417,0.006303127,0.006188493,0.005986289,0.005391425,0.005269111,0.006483897
hevc_58_12_2,6.065531273,6.0599912,5.866197907,4.593045643,3.657027167,3.633502968,1.889938157,1.822758022,1.629550823,1.563222971,3.678076613
hevc_58_23_2,127.8312927,113.7901589,112.1842382,102.2914149,96.16962332,88.46975163,80.59209291,78.2892536,75.16250379,75.03893958,94.98192696
hevc_58_28_2,1.422876869,1.399257024,1.380805084,1.343378422,1.30542463,1.303237219,1.089027709,0.842463659,0.803711489,0.791708663,1.168189077
hevc_58_32_2,15.27165143,12.09504966,10.40267798,7.936319325,7.761945609,7.428881113,7.422401148,5.970674974,4.81463358,4.508914533,8.361314935
hevc_58_43_2,5.223615652,4.760244388,4.282192994,3.727418314,3.392951975,2.281743,2.097915518,2.00126988,1.562742549,0.954876136,3.02849704
hevc_58_51_2,12.55357569,11.39298713,10.11206299,7.998938901,7.970993605,7.52833001,7.520333756,6.985934515,6.022244989,5.761965733,8.384736732
hevc_58_75_5,60.81599092,54.67012089,47.87862512,43.08043246,31.22727991,30.86595618,27.57819978,27.25708661,25.48541852,25.13485565,37.3993966
hevc_58_100_3,44.18551043,36.70347058,34.88149701,32.96263468,27.8700914,25.0428305,23.5292333,22.95598692,22.17751859,20.18000742,29.04887808
hevc_58_134_3,173.63383,157.5831836,112.5520274,108.8620601,81.74377833,74.24637089,72.03239805,65.07104172,57.58587757,56.24122569,95.95517934
hevc_58_149_2,37.01525371,33.38914744,32.69980248,30.105184,26.46637917,22.42188234,21.77399304,20.57479429,18.52729897,18.40070446,26.13744399
hevc_58_157_3,46.32759385,46.15528862,46.10798383,41.53363536,37.78846775,37.27729266,31.47286023,29.49862915,26.48912233,22.6467883,36.52976621
hevc_58_168_4,11.23181624,10.51933812,9.632631467,6.557518291,5.946066586,5.362144673,5.22144653,5.002777257,3.960176593,3.724413573,6.715832933
hevc_58_178_3,85.99808842,79.32500859,79.15929821,78.05219349,63.88121768,63.80136633,62.93373341,61.95559485,57.86466585,57.72892836,69.07000952
hevc_58_193_2,123.4930656,106.8817345,96.19484067,95.26949722,91.99760747,82.42134093,78.60928468,77.16986299,73.04655851,69.22173845,89.4305531
hevc_58_196_2,35.98536931,31.85014224,31.60754717,30.12725655,29.22091966,26.43121992,25.18147278,24.42652102,24.02645489,22.31858026,28.11754838
hevc_58_198_2,89.66377312,89.15207048,88.72806686,88.61157836,87.31746149,83.91258451,80.94006529,80.45219279,66.95763235,66.26447034,82.19998956
hevc_58_212_2,5.059582019,2.425510815,0.481772993,0.290818975,0.222671969,0.169703599,0.142612768,0.109861371,0.080512961,0.063656492,0.904670396
hevc_58_228_2,57.33920866,56.93893769,52.97056241,50.18388019,44.5833729,40.13121493,35.25847545,31.88942471,29.9111311,29.75283421,42.89590422
hevc_59_5_2,42.76157773,37.8770414,25.55509138,22.48707588,21.88494664,20.82247584,17.99096314,13.79018791,11.00199559,10.99983552,22.5171191
hevc_59_7_2,7.823943601,6.127101869,5.709953406,5.506211218,5.406991308,5.194046432,4.992845573,4.978906974,4.606308598,4.523267574,5.486957655
hevc_59_19_2,30.65351847,30.017192,29.01432979,25.61480944,23.35149515,21.81896858,20.6426588,19.72838721,18.67336261,16.90675405,23.64214761
hevc_59_49_2,4.905184609,4.703623077,4.207656311,3.774862354,3.568183714,3.534000301,3.016245581,2.87635662,2.750982395,2.085490512,3.542258547
hevc_59_54_3,6.021529115,3.743606144,3.061469085,2.855386008,2.530882062,2.227788294,1.984697758,1.937455254,1.886882761,1.863542325,2.811323881
hevc_59_61_2,0.028419774,0.028222344,0.02197962,0.021853461,0.02096489,0.019699314,0.018101955,0.014143128,0.01142772,0.011108047,0.019592025
hevc_59_99_3,0.011620993,0.010278151,0.010006146,0.008508407,0.007645974,0.007539958,0.006257703,0.005366566,0.004449535,0.003701362,0.00753748
hevc_59_106_3,25.44078052,24.64097274,21.36172565,20.01545259,18.1370046,15.76603308,12.36474735,11.45223118,11.00595461,10.11588667,17.0300789
hevc_59_126_2,0.545158515,0.527065156,0.489114418,0.445034465,0.383523137,0.382804227,0.376025889,0.364539738,0.260908542,0.256548673,0.403072276
hevc_59_181_2,14.68610302,14.33201045,13.7446104,12.96108018,12.60222197,11.5070803,11.33347147,11.10498219,10.01336361,8.443674339,12.07285979
hevc_59_191_4,45.78574223,43.91162829,41.9990965,39.83812841,32.27394185,24.81505557,19.74920592,15.93923479,13.30700765,12.5496337,29.01686749
hevc_59_203_3,10.94384757,10.5586695,7.697645305,6.667900683,6.420024676,5.899314416,4.113124545,3.710198932,3.03122066,2.313059153,6.135500544
hevc_59_216_3,1.839184676,1.804625136,1.593784367,1.485532906,1.001542449,0.751969664,0.632083866,0.581800104,0.536467196,0.501219908,1.072821027
hevc_59_230_6,6.881254389,5.515790145,5.099564598,5.055618299,4.521312216,4.231190818,3.750000723,3.692271298,3.438621192,3.210002617,4.539562629
hevc_60_8_4,6.220263523,6.157827334,6.013604392,5.346903122,5.010162788,4.971913538,4.775567642,4.077817851,2.748829519,2.392059927,4.771494964
hevc_60_13_2,8.091723406,7.005335353,6.677467206,5.455054907,5.398247458,5.197866352,5.194893487,4.931329221,4.278441014,3.77107768,5.600143608
hevc_60_20_2,53.71226519,23.86112851,22.38361393,19.92759496,18.91808852,13.76450648,10.67116205,8.36478701,7.638980756,7.220766248,18.64628936
hevc_60_29_3,11.13385404,10.84780168,10.81775933,9.197056401,7.379210072,6.897485665,6.517209768,6.112038354,5.709787933,5.576246543,8.018844978
hevc_60_39_2,21.60450375,13.21900961,10.50069717,5.151599109,4.836686309,2.137002028,1.415951914,0.167496295,0.116401698,0.032437748,5.918178564
hevc_60_49_3,19.79079723,17.98495881,15.84764288,14.70947774,12.76779455,12.00257338,11.50016157,11.32563449,11.23850678,10.43159488,13.75991423
hevc_60_53_2,0.006112263,0.006085299,0.006049061,0.00595866,0.005289271,0.005256757,0.00508143,0.004933382,0.004810518,0.004591198,0.005416784
hevc_60_61_3,12.16187153,10.75166506,10.46904576,9.226382583,5.374283313,3.798727042,3.496906008,1.456439614,0.986718678,0.729571563,5.845161115
hevc_60_65_2,0.050174102,0.046260205,0.043206956,0.039878839,0.038018736,0.036240877,0.034495051,0.030039339,0.02779046,0.025602169,0.037170673
hevc_60_74_2,14.93206815,14.51075869,14.23264416,13.75686357,13.75596573,12.81628807,12.31016272,11.89011506,10.62423084,9.850652044,12.8679749
hevc_60_82_2,1.558769998,1.333534635,1.180712772,1.159763999,1.157253944,0.996418855,0.950275246,0.915839021,0.833938918,0.702949754,1.078945714
hevc_60_98_4,0.927744215,0.844569497,0.760746625,0.736445474,0.630507635,0.513336888,0.494137331,0.475133298,0.456701701,0.410831056,0.625015372
hevc_60_102_4,14.49710001,14.21216831,9.392787903,8.116928661,7.678400043,6.180675008,4.368729339,4.274086674,4.200300569,3.878578645,7.679975516
hevc_60_106_3,40.82838082,37.79208079,30.93970581,29.60665453,22.6742555,21.51443767,20.02773002,19.82588626,17.13598463,16.86225048,25.72073665
hevc_60_112_3,1.514683152,1.509247906,1.354837107,1.137703719,0.924855515,0.851885552,0.844876569,0.704767338,0.62587762,0.514265875,0.998300035
hevc_60_119_2,38.84876787,35.84778093,32.98815007,32.13619224,31.8915048,30.9120451,29.90455902,27.29850424,23.95516004,23.70236428,30.74850286
hevc_60_122_4,42.26849102,40.92283754,34.34818917,30.10313384,27.77559838,27.72542927,27.21555398,26.84519533,26.61754066,26.02830365,30.98502728
hevc_60_133_2,37.5338864,35.64406202,34.77380593,33.6336912,29.59935609,28.6321013,26.76286211,26.69785733,24.57611296,24.50034248,30.23540778
hevc_60_137_4,10.69835147,10.37802527,9.547734221,8.768714256,8.235751337,7.184183951,6.718655052,6.232234164,5.767155399,5.534025734,7.906483085
hevc_60_142_3,0.01820671,0.018149515,0.016381255,0.015959327,0.015310708,0.014068105,0.013482413,0.012222212,0.010662452,0.009304504,0.01437472
hevc_60_151_3,0.236709938,0.217715801,0.215985261,0.201207217,0.17686086,0.160650634,0.159656769,0.134106518,0.131416826,0.122338836,0.175664866
hevc_60_171_2,20.0854392,20.0236538,19.2623214,18.24277281,17.64801409,13.11836189,12.46760409,10.40491647,9.883947997,8.773221806,14.99102536
hevc_60_176_2,35.66524509,33.83253208,32.07762256,30.12846933,25.42534319,23.49926769,22.8589742,22.6065081,13.8883442,11.43412005,25.14164265
hevc_60_185_2,40.50811605,18.02425108,11.38190546,5.90700053,5.241846032,5.19858799,4.948209755,4.838805673,4.165443338,3.997634977,10.42118009
hevc_60_195_2,0.359167578,0.319287105,0.260533526,0.252654796,0.238432055,0.229129653,0.198628373,0.148930765,0.136661339,0.018041689,0.216146688
hevc_60_198_2,40.36430644,39.61731317,37.36217199,35.67964754,34.66007058,29.78550497,25.58192286,25.31024218,23.76953175,23.70405036,31.58347618
hevc_60_205_2,6.564479926,5.466485536,0.880244906,0.872288924,0.850725961,0.62748038,0.510408487,0.487649944,0.445879617,0.383852615,1.70894963
hevc_60_217_3,23.01742051,21.4237685,20.56247307,19.44833749,18.96192704,18.42872036,18.40843545,18.18965439,17.91742895,17.50553889,19.38637046
hevc_60_222_2,36.04677542,33.73259644,31.62587862,15.20279343,13.25036117,12.46696587,11.82446566,7.077223775,7.073327839,6.111759593,17.44121478
hevc_60_226_2,99.69825107,93.06298497,86.5165977,82.41949294,75.1173803,75.05037602,70.10078197,69.75423298,67.16588793,64.7209169,78.36069028
hevc_60_236_4,9.617538047,9.434781365,9.079554269,6.390079301,5.65027024,4.389608575,3.803108053,3.383630493,2.683596617,1.983162874,5.641532984
hevc_61_10_10,11.32474876,10.98477987,10.36465139,10.23226348,9.906464183,8.063256038,6.508059779,4.217277629,3.558518497,2.414018562,7.757403818
hevc_61_23_8,22.4613811,19.79568351,14.00653456,7.515389204,6.061608131,5.700996313,2.642562009,2.379063427,1.822717153,1.764952532,8.415088794
hevc_61_52_25,0.095695328,0.075044975,0.062479595,0.048147092,0.037328038,0.029353853,0.017297195,0.016517341,0.015758757,0.014577155,0.041219933
hevc_61_90_40,16.17196185,15.90671164,14.42718079,10.22974699,9.283647612,8.921228209,8.819042544,8.549575781,7.425819103,7.383314731,10.71182292
hevc_61_133_4,0.004091112,0.003895084,0.00379528,0.003683308,0.003609021,0.003538311,0.0035144,0.003454305,0.003255497,0.002748552,0.003558487
hevc_61_162_17,0.260013189,0.182392865,0.17454826,0.160631284,0.154878363,0.14117658,0.115791947,0.110522107,0.102279385,0.099944516,0.15021785
hevc_61_196_5,0.175754908,0.164588807,0.145389065,0.133556893,0.101666571,0.088281545,0.081843371,0.077910475,0.067871835,0.064544898,0.110140837
hevc_61_245_4,0.01526155,0.013609885,0.012587193,0.011578685,0.00897131,0.007974948,0.007903471,0.007656599,0.006183242,0.006012452,0.009773934
hevc_61_260_6,8.841545573,7.886830192,7.537701468,5.899104747,5.321498866,5.153869977,4.827722314,4.611586911,4.407781659,4.056712008,5.854435372
hevc_61_267_10,15.44982915,15.44577892,15.1955097,14.34980486,13.47451153,12.55542689,11.08548586,10.75487607,10.16848096,9.180856674,12.76605606
hevc_61_279_15,0.026281785,0.019036733,0.018826039,0.01539366,0.014429366,0.013898466,0.006486093,0.004967168,0.004677019,0.004375392,0.012837172
hevc_61_326_4,0.682750997,0.653977374,0.586215913,0.551643823,0.510132876,0.464353539,0.375783982,0.366340281,0.352519931,0.324998868,0.486871759
hevc_61_343_23,0.670116113,0.653550986,0.640847343,0.602020151,0.452513043,0.419017569,0.366488392,0.271150025,0.105837209,0.085997845,0.426753868
hevc_61_385_35,2.483288411,2.195609979,2.087121224,2.012947068,1.770325023,1.456028253,1.444505347,1.120567447,1.037005691,0.905915044,1.651331349
hevc_61_430_28,0.137063187,0.121472697,0.083968239,0.068024198,0.05608483,0.054266343,0.038516776,0.038132762,0.035367415,0.034200925,0.066709737
hevc_61_489_27,3.162570124,2.677551088,2.524102761,1.804127155,1.511057763,1.501441233,1.465419053,1.127047108,1.085971562,1.068245824,1.792753367
hevc_61_524_51,13.34562586,11.64693604,11.51932686,11.44975938,6.981977423,6.898078895,6.88535517,6.824770905,5.299117574,5.069558264,8.592050637
hevc_61_589_48,0.060270399,0.056190288,0.025750426,0.025547826,0.023354476,0.018441874,0.016082521,0.014833831,0.012502583,0.010092505,0.026306673
hevc_61_724_28,0.435229499,0.412035691,0.338602339,0.308694942,0.203715885,0.190875299,0.1114192,0.059325125,0.044126638,0.040511876,0.214453649
hevc_61_890_12,0.621341787,0.361630941,0.360303529,0.358806806,0.320291952,0.301907155,0.269243719,0.253079153,0.162049542,0.128685818,0.31373404
hevc_63_7_20,3.18226045,2.080028174,1.285255457,1.093869066,1.070772096,0.790366767,0.651851919,0.587681835,0.469755169,0.246383545,1.145822448
hevc_63_60_2,13.81071565,13.70182201,12.06191862,10.63479647,8.044638731,7.863601601,7.522530872,6.247890262,5.938871496,5.790339945,9.161712566
hevc_63_80_6,3.813788799,1.676231832,1.576250385,1.446758441,1.262814413,1.155505821,0.833097453,0.71424588,0.608079682,0.573875932,1.366064864
hevc_67_0_3,2.946141077,2.512994229,1.922704416,1.905831571,1.772356756,1.538564042,1.157523022,0.763084538,0.716997127,0.545059874,1.578125665
hevc_67_4_2,0.350724641,0.209675131,0.207934213,0.203553291,0.198412008,0.19123775,0.190088045,0.185552764,0.166103497,0.12521918,0.202850052
hevc_67_11_3,17.50036441,13.45841146,2.814199881,1.954939053,1.436489014,1.147214778,0.140883899,0.139063873,0.118176101,0.072610259,3.878235273
hevc_68_3_4,0.003975394,0.001568407,0.000861588,0.000559595,0.000463781,3.05E-06,0,0.00E+00,0.00E+00,0.00E+00,0.000743182
hevc_68_37_4,1.619303486,1.103742641,1.078846691,1.01148174,0.79294102,0.723525082,0.615566979,0.437491455,0.30533424,0.298061661,0.798629499
hevc_68_61_11,14.95903698,14.04534709,11.0110223,10.42909572,10.08265323,9.202560741,5.946938242,5.557246968,5.277724898,5.035028449,9.154665462
hevc_68_80_3,1.180125992,1.165397317,1.067050561,0.955205806,0.92619668,0.745544797,0.597256842,0.543379057,0.510560771,0.471289509,0.816200733
hevc_68_136_7,0.008774027,0.008713042,0.008199038,0.007987243,0.007922759,0.006779914,0.006592664,0.006545204,0.006178367,0.006140263,0.007383252
hevc_70_1_4,10.05037873,10.00590699,9.282821338,9.01001993,8.995834206,8.844713454,8.632781553,8.368617523,8.332557533,8.241576761,8.976520801
hevc_70_6_3,4.078964801,3.804954788,3.714335574,3.691404471,2.834488172,2.55646685,1.910046842,1.870377655,1.749769862,1.604333037,2.781514205
hevc_70_9_3,6.781395988,6.738336017,6.674859627,6.347738593,6.155325898,5.718014599,5.010103031,4.694321105,2.560517318,1.921585736,5.260219791
hevc_70_12_3,12.04636743,11.41907026,10.88834494,10.81976248,9.411359211,9.410143769,9.346761215,9.266072899,9.13629211,7.866760697,9.961093502
hevc_70_15_4,3.299007124,2.596328741,2.212386271,1.716944421,1.632883015,1.510495377,1.411547657,1.204331844,1.145012655,0.94027051,1.766920762
hevc_70_30_5,3.193958058,3.093993428,2.740853292,2.721276409,2.231194755,2.166017005,2.128508164,1.401320536,1.06227124,0.971911795,2.171130468
hevc_70_69_6,3.155384823,2.546029952,2.153083577,2.132816158,1.875391265,1.782155141,1.411769282,1.063910503,1.008873092,0.518889981,1.764830377
hevc_71_2_4,3.635583744,3.285527491,3.192922548,2.646411271,2.396274564,2.247322066,1.955504122,1.141986562,0.971899692,0.877536815,2.235096887
hevc_71_17_15,0.092145384,0.086941802,0.041686398,0.032198581,0.030154724,0.009469793,0.00811286,0.005884558,0.005309369,0.004019022,0.031592249
hevc_71_34_8,0.239212019,0.210217705,0.154819153,0.140643218,0.138398728,0.126811278,0.104122306,0.10210948,0.098645015,0.071135641,0.138611454
