clips,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,mean
hevc_23_166_3,0.05084215,0.037765799,0.028899974,0.026876442,0.026685029,0.026608959,0.023809018,0.017449616,0.016980357,0.016049726,0.027196707
hevc_23_173_2,0.118677989,0.114595903,0.096841338,0.095029264,0.085335363,0.083860708,0.082937176,0.070547098,0.069846101,0.059777773,0.087744871
hevc_23_186_4,256.7298716,252.2085585,249.9546626,247.85023,246.7609129,227.5434629,224.7078664,218.0693132,214.2179389,190.1340167,232.8176833
hevc_23_220_2,39.54487839,38.75514747,38.49055505,36.10699068,31.34580662,28.69396746,28.14289668,27.60890499,25.49311377,24.98277921,31.91650403
hevc_23_223_2,258.1903564,226.2713068,221.2214797,213.5765417,208.7697134,194.7466939,164.6124636,142.3246698,132.1973479,105.5182915,186.7428865
hevc_23_226_4,322.9048113,249.6906982,241.2334926,218.2627897,206.685523,205.013849,200.2274034,194.7353611,180.2987588,160.7965802,217.9849268
hevc_25_0_21,0.180695133,0.178747588,0.117639548,0.116084293,0.105963317,0.103837371,0.097526507,0.091437303,0.091205656,0.085190564,0.116832728
hevc_25_22_10,2.976653644,1.636515067,1.514614491,1.444955915,1.304496478,1.270427282,1.195828266,0.803440484,0.693822061,0.541187186,1.338194088
hevc_25_34_14,0.288892181,0.276879767,0.230679811,0.219392738,0.217271599,0.209216563,0.161909642,0.123579838,0.122956953,0.122033884,0.197281298
hevc_25_49_17,0.177236887,0.143157253,0.079693623,0.07683249,0.073504042,0.048844905,0.046566362,0.045527646,0.034739299,0.02840673,0.075450924
hevc_25_67_9,0.007340062,0.007303314,0.006576154,0.005851248,0.005485933,0.005475989,0.005405776,0.002820331,0.002757777,0.002192363,0.005120895
hevc_25_77_2,10.06327641,5.768659926,5.581799924,4.83222105,3.107824707,3.025885112,2.751891575,2.645460604,2.141411821,0.507935206,4.042636634
hevc_25_81_6,0.130211276,0.126027828,0.123822863,0.096447668,0.096291069,0.078517778,0.074316763,0.070224259,0.069356915,0.066969081,0.09321855
hevc_25_89_18,0.105663843,0.098061302,0.082451182,0.079072358,0.075778648,0.063188825,0.059546944,0.040559027,0.03763092,0.033168297,0.067512135
hevc_25_108_2,0.091198867,0.08971334,0.079882084,0.072940427,0.067291964,0.067245416,0.062814002,0.061499834,0.059327128,0.057622099,0.070953516
hevc_25_111_3,0.03510674,0.028434349,0.011708798,0.010685288,0.009526225,0.008722582,0.008177808,0.00779164,0.007487226,0.007235515,0.013487617
hevc_25_115_3,0.266285005,0.194105103,0.190783603,0.137896439,0.09500148,0.090345462,0.087110394,0.08632694,0.079763531,0.065901182,0.129351914
hevc_25_119_56,0.024068826,0.023634784,0.020472862,0.018489879,0.014825506,0.013319802,0.010245782,0.009717172,0.009156053,0.006289391,0.015022006
hevc_25_176_8,0.00324291,0.003036587,0.003011579,0.002854582,0.002738876,0.002608753,0.002247795,0.002211369,0.00212949,0.001100211,0.002518215
hevc_26_8_6,209.4073242,175.6042005,149.6529813,149.4912375,130.3367955,129.090373,44.94849291,40.9587483,40.44440363,31.62416777,110.1558724
hevc_26_34_7,174.5362811,165.9417155,164.0116208,145.3878363,139.284406,126.0013583,115.4705387,109.5343658,85.10748717,66.47062428,129.1746234
hevc_28_0_10,0.021732229,0.02143509,0.021123613,0.019872912,0.019398936,0.018472802,0.017614616,0.017558903,0.016898332,0.016260358,0.019036779
hevc_28_10_5,0.230954858,0.216584022,0.181576335,0.180938912,0.175233306,0.121107778,0.113977972,0.037282728,0.03716938,0.033236568,0.132806186
hevc_28_15_5,3.21360868,2.899255928,2.560137875,2.162796695,2.066733234,2.027217042,1.929095066,1.677283453,1.630862799,1.607427477,2.177441825
hevc_28_25_5,6.247850691,4.864670768,4.178688091,4.008142953,3.665219899,3.098224246,2.838522907,2.620319416,2.548467142,2.407232267,3.647733838
hevc_28_30_6,8.495928611,8.184537371,7.792358279,7.467288182,7.25048151,5.975126095,5.925887242,5.470943065,5.276469343,5.23178594,6.707080564
hevc_28_37_4,1.273878813,0.999813088,0.985913078,0.836877162,0.744316734,0.672875431,0.581795116,0.498343871,0.449019994,0.31703089,0.735986418
hevc_28_41_10,5.00267451,4.644371805,4.324908003,3.385738902,2.165535472,1.337841992,0.787897774,0.651017789,0.55015575,0.320817861,2.317095986
hevc_28_51_8,6.404412424,5.819290804,5.54420612,5.456823909,5.20843248,4.990511307,4.621833614,3.635606338,3.095821951,3.020713278,4.779765222
hevc_28_59_11,2.397680847,2.125952705,1.442364632,1.034122919,0.997982132,0.749671668,0.559513707,0.544359852,0.472385448,0.352430124,1.067646404
hevc_31_3_27,4.32E-03,3.25E-03,1.07E-03,8.09E-04,6.99E-04,2.53E-04,0.000191117,0.000126295,0.000119689,2.86E-07,0.001084564
hevc_32_0_12,0.327110529,0.196636134,0.138350483,0.130195508,0.123663766,0.079341446,0.041056597,0.023564831,0.018581208,1.78E-02,0.109630359
hevc_34_3_9,0.010785883,0.010707063,0.010511262,0.010229247,0.010041762,0.00830141,0.007906761,0.007679481,0.0060446,0.004442765,0.008665024
hevc_34_13_3,0.381324593,0.371451346,0.334301263,0.333453145,0.293802104,0.240658655,0.235614275,0.215342186,0.203414363,0.132908683,0.274227061
hevc_34_50_4,0.33606728,0.298781803,0.285912099,0.281813257,0.177413037,0.130488114,0.118678375,0.088579783,0.077551901,0.038214515,0.183350016
hevc_34_65_9,3.66031135,3.449835488,3.388927163,3.38333049,2.371010098,2.203008189,1.936616615,1.882167153,1.581145776,1.202941543,2.505929387
hevc_34_75_18,5.800740924,5.665224878,4.824619281,4.555784357,4.249894843,4.11047582,4.02619628,3.899860488,3.552616708,2.439867995,4.312528157
hevc_34_107_4,2.19290054,1.789516919,1.688022237,1.017500247,0.914002299,0.908223789,0.855330715,0.827771278,0.441753219,0.389949917,1.102497116
hevc_34_180_13,0.228053177,0.222869159,0.107193662,0.105052584,0.102228476,0.099141668,0.097999167,0.071476419,0.066788969,0.064415007,0.116521829
hevc_34_313_3,2.887889119,2.557398656,2.390143422,1.71355549,1.48204657,0.808692229,0.724149544,0.622439817,0.433203046,0.271187573,1.389070546
hevc_35_0_4,16.99401452,10.67812073,10.63842739,7.879613325,7.074578286,5.438781619,4.925402518,4.801549274,0.585585086,0.42719144,6.944326419
hevc_35_5_5,0.016537783,0.01409644,0.011003554,0.004237493,0.003549804,0.003197882,0.003078176,0.002504641,0.002441961,0.001677134,0.006232487
hevc_35_70_3,0.101206762,0.091942178,0.087732192,0.055487385,0.054211138,0.039151061,0.03909737,0.035840819,0.027244397,0.023546087,0.055545939
hevc_39_20_3,0.129659712,0.100902502,0.091372634,0.078649764,0.065525848,0.055786818,0.054797309,0.048451262,0.047043341,0.033279481,0.070546867
hevc_39_181_7,1.624159337,1.599475054,1.482641406,1.456896923,0.921564275,0.866680156,0.565566305,0.551445291,0.422913121,0.363859926,0.985520179
hevc_41_28_6,0.096912541,0.090473555,0.090315389,0.090225246,0.083491546,0.059099114,0.057419936,0.054902024,0.05334556,0.042595163,0.071878007
hevc_41_36_24,8.623293764,8.109761856,6.555626436,3.795881541,2.244690603,1.96469499,1.917543743,1.469093337,1.40687647,1.328520044,3.741598278
hevc_41_76_4,0.446890018,0.444883992,0.44326257,0.442574792,0.431075143,0.420093236,0.413401054,0.403813597,0.387966185,0.384558574,0.421851916
hevc_41_136_13,0.012998601,0.01058804,0.010403918,0.007841505,0.00743326,0.005712953,0.004311375,0.003603022,0.003582956,0.003544933,0.007002056
hevc_41_150_6,1.390095277,0.836504595,0.79620065,0.765523546,0.744333891,0.639460846,0.562177535,0.543821189,0.484968901,0.426346146,0.718943257
hevc_41_182_17,3.556485695,3.342874981,3.157017904,3.153144603,3.021571979,2.918137529,2.832614038,2.811295354,2.768276991,2.450523297,3.001194237
hevc_42_0_5,0.006283336,0.005841133,0.005325714,0.005206578,0.004967799,0.004777586,0.004520587,0.004127708,0.004045555,0.003943284,0.004903928
hevc_42_14_6,29.19594371,25.36921793,24.10148721,11.29669479,11.14167453,0.123887663,0.020153795,0.000790072,0,0,10.12498497
hevc_42_22_6,36.30349203,35.48853958,27.80863057,16.6911988,16.31133133,15.6580114,15.255954,14.70032067,12.71916728,8.349508858,19.92861545
hevc_42_40_3,0.007137256,0.006978297,0.006221498,0.005582527,0.005575071,0.004789605,0.00469594,0.004630712,0.004567915,0.004263851,0.005444267
hevc_42_45_4,2.412001082,2.33261697,2.224991366,1.743538415,1.59009429,1.45812725,1.422142985,1.370627264,0.993713148,0.961771234,1.650962401
hevc_42_70_3,42.09985301,40.65873122,27.52305981,25.37951672,20.83596472,16.31577929,5.745798,4.90942353,4.30067579,2.829252687,19.05980548
hevc_42_102_3,4.556679841,4.480186877,3.016420088,2.650483744,2.649375981,1.56262496,1.544283341,1.223868559,1.205680134,0.950426604,2.384003013
hevc_42_128_5,4.038425958,0.5632792,0.375654076,0.321858456,0.203296308,0.094852875,0.088939053,0.0443677,0.026155604,0.021161164,0.577799039
hevc_42_155_5,5.861126824,5.63263789,5.362909892,5.050246883,4.534449808,3.73636519,3.067276703,2.353597672,2.044060125,1.388376163,3.903104715
hevc_42_166_3,9.985397639,9.76385634,4.439536169,3.849439823,2.965610787,2.793303861,2.470236683,2.255136688,1.636344943,0.087941941,4.024680487
hevc_43_6_14,7.360019975,7.045322284,5.286685876,3.797916659,3.577924353,3.070989489,2.802146622,2.472433811,1.727219506,1.636385873,3.877704445
hevc_43_21_39,0.26428391,0.257211055,0.240516479,0.235990489,0.210300172,0.155222841,0.147329829,0.144014497,0.125460428,0.114999146,0.189532885
hevc_43_60_7,2.355089088,2.109552455,2.027636656,1.946495177,1.613428352,1.584035988,1.578448788,1.520047319,1.335572428,1.295756072,1.736606232
hevc_43_89_5,16.50397417,16.21312039,14.64026096,10.79616486,7.709937249,6.610197464,6.594637906,5.737744989,4.93272296,4.653864964,9.439262591
hevc_43_99_5,2.551670574,2.301650977,1.81454946,1.118020199,0.967786529,0.77775582,0.650700539,0.482558248,0.452637828,0.419823783,1.153715396
hevc_43_110_4,0.1737674,0.168595358,0.15099154,0.148438984,0.122679258,0.120289213,0.096385421,0.09019542,0.086131445,0.0844268,0.124190084
hevc_43_115_8,10.75570222,9.754700807,9.418698871,8.797704957,8.379034056,6.205107195,6.009235506,5.94927296,5.649570719,4.453353745,7.537238103
hevc_43_152_3,101.9469307,64.80012911,61.36200294,31.89000796,27.77820014,27.74427153,15.80801313,12.68632149,11.94469008,9.803927164,36.57644943
hevc_43_157_4,2.967712458,2.843499486,2.533379474,2.422046725,2.417362486,2.387888972,2.368094738,2.192670085,2.163367051,2.005270231,2.430129171
hevc_43_162_4,0.047096947,0.045375588,0.036708302,0.028385387,0.023004793,0.022977661,0.020805458,0.020424092,0.019724884,0.019376593,0.02838797
hevc_43_170_3,0.033892218,0.031870897,0.031747975,0.031623039,0.029303761,0.025143275,0.023136338,0.021942429,0.021098546,0.019949187,0.026970766
hevc_43_174_4,0.06314993,0.055768952,0.042186911,0.038816232,0.034820471,0.030471273,0.028459229,0.027300566,0.024170734,0.021811278,0.036695558
hevc_43_179_4,0.187718559,0.161822374,0.141341347,0.133608765,0.133488373,0.130995453,0.128981694,0.110269347,0.109045847,0.093565296,0.133083705
hevc_43_184_5,3.813536534,3.651041719,3.359515995,2.544112568,2.529361292,2.229666234,1.708438869,1.673555493,1.164148027,1.063054636,2.373643137
hevc_43_190_4,0.10997491,0.109519498,0.104211511,0.102949335,0.091353431,0.080985945,0.07477146,0.060500529,0.057873663,0.057580507,0.084972079
hevc_43_208_7,1.647358973,1.406479251,0.976050949,0.663278855,0.588681157,0.55922171,0.357700166,0.209482827,0.197827517,0.096059984,0.670214139
hevc_46_6_3,0.009273388,0.00723672,0.007222827,0.005672395,0.005586966,0.00547611,0.004640218,0.004271122,0.004045459,0.003449263,0.005687447
hevc_46_10_29,10.51434758,10.25120973,6.2740688,4.910107555,3.854900349,3.312230718,2.804936805,2.449633564,2.394495927,2.354484474,4.91204155
hevc_46_40_6,0.15057624,0.137328077,0.121526233,0.092025383,0.088003124,0.074661588,0.069775609,0.061696374,0.045628031,0.044564458,0.088578512
hevc_46_47_36,15.24534739,11.72536354,6.767983781,4.802908596,2.924560407,1.839843815,1.631220135,1.551372111,1.464906169,1.403922372,4.935742831
hevc_48_23_17,4.744874906,4.238772055,4.084395871,4.055089407,3.174565211,2.996796868,2.813948187,2.741188973,1.908353603,1.672570664,3.243055575
hevc_48_43_9,20.66863047,18.23887967,14.46160824,14.11029706,14.0736564,13.95075793,11.99619812,11.54929065,9.148232042,8.932008713,13.71295593
hevc_48_52_9,6.333224386,5.686251851,5.376769887,5.198043723,5.145953895,4.851931787,4.366200728,4.198112733,3.376251869,3.291622682,4.782436354
hevc_48_62_4,0.018681803,0.01793004,0.017138194,0.016531292,0.016303316,0.016292776,0.015678711,0.014595415,0.014556034,0.013452278,0.016115986
hevc_48_71_2,0.009267642,0.008893394,0.008891433,0.007505197,0.007260996,0.006998376,0.006848933,0.006130179,0.005622241,0.005473929,0.007289232
hevc_48_74_2,0.679351165,0.632631515,0.553684047,0.309837631,0.19516607,0.115520734,0.1005774,0.092795747,0.078220311,0.075810933,0.283359555
hevc_48_77_3,0.11422051,0.07486133,0.067893741,0.066710683,0.06136219,0.037645012,0.0368284,0.027921303,0.022091823,0.021613685,0.053114868
hevc_48_81_10,0.007443956,0.007085567,0.007073465,0.007068394,0.007001737,0.006694243,0.00667313,0.006538869,0.006311065,0.005364611,0.006725504
hevc_48_92_4,0.005271761,0.005136455,0.004849919,0.004738087,0.004656074,0.004628982,0.004547059,0.004310671,0.004173126,0.004172343,0.004648448
hevc_48_97_3,0.009718906,0.009408838,0.009249548,0.009070954,0.008482121,0.008335028,0.007342315,0.006728839,0.006627615,0.00645789,0.008142205
hevc_48_101_4,238.0619067,225.241933,192.7568264,151.4051669,148.9769665,145.2341197,135.4047088,131.1052753,127.9164736,125.7487011,162.1852078
hevc_48_106_5,4.340365179,4.243837273,3.971409372,3.500237268,3.34546191,3.210884686,3.156347366,2.631029461,2.268529466,2.166454105,3.283455608
hevc_48_121_3,0.011466887,0.010930586,0.010901778,0.010601221,0.010518304,0.00996253,0.009768697,0.009661135,0.009153705,0.008792706,0.010175755
hevc_48_125_3,0.280602581,0.279070937,0.274938849,0.2646539,0.237915768,0.190215482,0.183843111,0.182366045,0.181313241,0.155603637,0.223052355
hevc_48_129_3,9.047433483,8.414460879,7.398475507,5.574939381,5.250240494,4.628957305,3.746482652,3.704286723,3.669076532,3.666155839,5.510050879
hevc_48_136_3,0.069583701,0.069418298,0.056245222,0.04414379,0.039311104,0.037845234,0.03425744,0.025357333,0.02358223,0.022232533,0.042197689
hevc_48_143_2,0.013519475,0.013460001,0.012048994,0.01182807,0.01162946,0.011608438,0.01130256,0.011277605,0.010188497,0.010112065,0.011697516
hevc_48_146_5,0.257928031,0.181863831,0.172173691,0.15283505,0.144545963,0.138581478,0.129845343,0.128838071,0.126704548,0.124151076,0.155746708
hevc_48_168_12,9.102379058,8.738123238,8.519535359,8.469381156,8.006058542,7.068864058,7.000601065,6.943285486,6.580830094,5.448363449,7.58774215
hevc_48_181_4,0.545086418,0.52733447,0.522241027,0.507326328,0.487076893,0.453569622,0.396234445,0.351575442,0.334680419,0.32702998,0.445215504
