Unnamed: 0,mean,mean.1,mean.2,mean.3,mean.4,mean.5
hevc_6_20_6,1447.601666666667,2297.742916666667,2226.705442708334,2208.948619791667,2139.368203125,2050.0415625
hevc_6_29_2,1407.610052083333,1268.513776041667,1215.935989583333,1325.458385416667,1421.711484375,1433.737734375
hevc_6_43_3,2383.139583333334,2306.153932291666,2421.545625,1820.273151041667,1936.4209375,1979.27046875
hevc_6_63_3,1762.235651041667,1581.836770833333,1511.610703125,1697.92390625,1246.840520833333,1340.441380208333
hevc_6_75_5,1970.901328125,1988.387734375,2100.275833333333,2310.503489583333,2070.75953125,1337.13671875
hevc_6_102_6,2251.851432291667,2106.508541666667,2334.753177083333,2664.650026041666,2582.192994791667,2504.790833333333
hevc_6_158_3,2064.532734375,2028.584114583334,2053.152473958334,2052.458854166667,2174.753072916667,2133.11328125
hevc_6_179_2,2554.50921875,2560.265651041667,2548.681197916667,2528.660390625,2525.384375,2535.474114583334
hevc_6_182_3,2491.109791666667,2553.509557291667,2575.711979166666,2586.427578125,2651.327057291667,2663.254192708333
hevc_6_263_8,2412.52234375,2467.07734375,2547.495963541667,2596.150703125,2609.364921875,2653.616510416667
hevc_6_327_2,2444.20625,2572.316354166667,2681.354713541667,2591.859427083334,2555.391041666666,2571.41390625
hevc_6_344_4,2475.503072916666,2475.882213541667,2598.7425,1886.755364583334,2410.916796875,2319.518880208333
hevc_8_0_2,816.0126139322916,1286.9033203125,1627.300265842014,2022.811604817708,1661.668538411458,1853.536024305555
hevc_9_1_12,1418.9278125,1224.380338541667,1145.729869791667,1187.9365625,1262.409765625,1257.96875
hevc_12_1_4,2659.779025607639,2734.967366536458,2649.72509765625,2723.308865017361,2808.858968098958,2782.497802734375
hevc_12_6_3,2653.164306640625,3169.888400607639,3025.237955729167,2899.662407769097,2856.207329644097,2777.308159722222
hevc_13_15_3,445.7988541666666,285.671015625,276.1446614583334,382.6659635416667,823.8391145833334,298.226015625
hevc_13_19_3,330.3694791666667,273.1083854166667,270.5606510416667,318.761015625,343.6652604166667,382.4551302083333
hevc_13_30_8,2023.484322916667,2119.007083333333,2066.317604166667,2333.179479166667,1790.092057291667,1510.957083333333
hevc_13_39_3,1352.05390625,1088.137786458333,1670.751197916667,1564.664609375,1725.056744791666,1919.54234375
hevc_13_43_2,1681.39765625,1779.410677083333,1797.126197916667,2012.040572916667,1891.062083333333,1612.13859375
hevc_13_53_5,627.1361458333333,316.75265625,413.2092447916667,250.6,172.9114583333333,247.023046875
hevc_19_0_14,994.8169487847222,561.3228081597222,518.3795572916667,715.8719618055555,863.866455078125,861.609130859375
hevc_19_15_3,1886.941270616319,1898.326877170139,1736.973036024305,1738.196234809028,1546.10923936632,1533.485975477431
hevc_20_9_2,2523.590793185764,2547.874837239583,2502.524495442708,2460.907172309028,2388.371554904514,2450.284613715278
hevc_20_17_2,2340.514919704861,2719.853624131944,2533.214111328125,2672.469753689236,2285.780571831597,2401.544596354167
