3.000000	22.266806	0.426958	23.621500	21.639885	22.206696	17.711802	0.340030	18.851271	17.191891	17.669009	193.270000	0.976977	0.012149	49.346881	1320.278320	1276.240365	1136.272884	1449.171224	791.485840	1004.219824
0.000000	22.670344	2.736238	26.705576	16.008421	22.995971	18.602073	2.146562	21.823832	13.634777	18.909048	108.780000	0.994060	0.008289	21.535639	122.140267	492.794466	156.984147	138.453581	87.770378	138.838477
1.000000	30.534475	2.736477	35.177936	23.944079	31.457649	23.581918	1.996698	27.214046	18.843573	24.118204	402.500000	0.990391	11.588620	37.913231	1601.683496	2427.645312	2480.338835	2522.602767	2301.810449	1975.973047
0.000000	3.888811	0.302482	4.820850	3.455766	3.789427	3.445467	0.322281	4.433171	3.003345	3.326504	76.350000	0.986488	0.036140	22.724041	1421.197813	1187.152500	913.857292	1381.219922	1198.089219	1508.028750
1.000000	10.463605	0.145886	10.848599	10.160999	10.445720	9.626625	0.129248	9.974072	9.361317	9.609300	75.090000	0.979629	0.000801	36.381564	186.317109	179.189167	173.404635	201.819844	155.083932	182.540677
2.000000	12.072429	3.785162	17.494635	6.597193	12.206467	11.312969	3.598569	16.492813	6.075094	11.503568	234.370000	0.980225	4.394985	39.208372	1597.368568	1737.973073	1734.661406	1979.495677	2016.028307	1797.004609
1.000000	10.296844	0.878582	11.830242	8.601478	10.474684	9.824530	0.850014	11.306630	8.165329	10.013746	146.440000	0.983703	0.162110	30.909310	1424.899557	1565.581823	1540.706094	1548.556771	1517.059219	1451.521380
2.000000	9.657873	0.334863	10.997249	9.096840	9.644833	8.975603	0.333577	10.298243	8.450322	8.953743	105.440000	0.978031	0.047482	32.230400	897.745260	1237.403438	720.494635	1645.576120	1727.168255	1793.902266
0.000000	5.586976	4.089373	14.531030	2.339049	3.270331	4.941261	4.151932	13.994079	1.647704	2.630786	91.520000	0.982927	0.014444	23.325276	1755.229818	2013.372005	1834.642135	1780.208828	1979.804036	1926.112344
2.000000	21.391975	0.641399	23.031148	20.231608	21.336788	18.170730	0.625377	19.821938	17.113787	18.086662	185.820000	0.980609	0.017949	74.903014	2613.911797	2414.922995	2153.549115	2347.774297	2361.569271	2822.694375
1.000000	7.682522	2.231307	10.248408	2.271676	8.708264	6.887256	2.120069	9.351583	2.013770	7.918379	65.090000	0.977687	0.003238	37.949060	2141.306667	2291.406927	2346.177604	2464.970729	2339.673490	2396.652578
1.000000	11.539516	2.106124	13.998557	6.701273	12.280974	10.729427	1.950665	13.141216	6.228041	11.360384	174.100000	0.979563	2.396392	41.772038	399.723880	1367.956380	1899.389401	1664.806302	1784.602370	1175.893177
1.000000	6.688455	0.644523	7.637354	5.390856	6.896610	6.086993	0.590587	7.043537	4.846230	6.278977	105.780000	0.980042	0.848520	36.420845	2267.445964	2399.176562	2260.324870	2269.689427	2051.207552	1560.592292
2.000000	10.203421	0.412695	11.035094	9.057601	10.319761	8.733951	0.405043	9.682094	7.577888	8.845198	181.840000	0.978245	0.031109	65.942684	1861.579479	1187.577604	452.176146	889.112839	1557.927214	1325.201927
2.000000	20.579917	0.513093	21.763117	18.973195	20.564290	17.804110	0.487122	18.898781	16.388313	17.798414	204.000000	0.979215	0.190662	67.803334	439.781094	1082.644792	752.380052	641.972240	1014.953411	792.861432
2.000000	5.184060	0.322995	5.549159	4.452359	5.316910	5.759064	0.204721	6.077873	5.221683	5.845419	123.520000	0.974084	0.001291	30.307279	1416.190495	1339.566979	1549.755755	1472.660625	1400.356276	1420.553698
2.000000	19.263586	1.341458	21.667699	16.718080	19.081881	16.712598	1.138484	18.841330	14.546907	16.576025	269.230000	0.976719	0.620943	66.591682	1164.746979	1461.470234	967.871693	1548.987786	872.483672	613.324375
3.000000	21.173365	0.462397	22.289683	20.298968	21.164260	18.412519	0.403494	19.406250	17.645285	18.381820	269.120000	0.976793	0.250866	70.563629	893.628359	1116.285052	1133.582786	970.824531	693.823385	1094.781823
1.000000	8.307493	0.146803	8.684609	8.030058	8.277962	7.731206	0.149104	8.114680	7.439442	7.699288	46.740000	0.979957	0.002250	29.062476	300.058984	429.232448	428.033490	911.265443	427.294036	332.179141
0.000000	4.607775	0.084214	4.794345	4.481331	4.579643	4.238739	0.083536	4.423181	4.108476	4.206888	41.800000	0.983476	0.002286	28.570627	860.114479	570.568594	1032.299219	725.146745	619.152578	644.530703
1.000000	3.495796	1.113249	5.064097	1.618276	3.719115	3.137539	1.143252	4.759556	1.211566	3.414133	146.880000	0.983067	0.081665	18.828484	1517.152240	2108.289297	2259.416198	2248.526172	1641.922656	1809.458516
