Unnamed: 0,mean
hevc_3_6_6,49.34688107638889
hevc_3_20_8,21.53563888888889
hevc_3_65_8,37.91323133680556
hevc_5_17_8,22.72404123263889
hevc_5_26_8,36.38156423611112
hevc_5_35_4,39.20837239583334
hevc_5_40_2,30.90930989583334
hevc_5_47_3,32.23040017361111
hevc_5_56_3,23.32527647569444
hevc_5_62_3,74.90301432291665
hevc_5_66_6,37.94906032986111
hevc_5_80_4,41.77203776041667
hevc_5_85_4,36.42084505208334
hevc_5_92_3,65.94268359374999
hevc_5_96_20,67.80333376736111
hevc_5_117_2,30.30727907986111
hevc_5_120_6,66.59168185763887
hevc_5_134_3,70.56362890624999
hevc_5_139_4,29.06247612847222
hevc_5_150_5,28.57062673611112
hevc_5_156_2,18.82848350694444
hevc_5_163_26,40.70823090277778
hevc_5_190_2,31.27864453125
hevc_5_193_4,34.64110416666666
hevc_5_203_3,46.27907986111111
hevc_5_211_7,32.45536501736111
hevc_5_224_4,39.51331987847222
hevc_5_232_8,22.89394618055555
hevc_6_20_6,106.3160694444444
hevc_6_29_2,32.97145399305555
hevc_6_43_3,46.15507421874999
hevc_6_63_3,28.115703125
hevc_6_75_5,80.34160460069445
hevc_6_102_6,76.85007812500001
hevc_6_158_3,100.7070538194445
hevc_6_179_2,121.4906371527778
hevc_6_182_3,114.9282391493055
hevc_6_263_8,62.27952300347222
hevc_6_327_2,73.23398480902777
hevc_6_344_4,62.75665451388888
hevc_8_0_2,104.3382256944445
hevc_9_1_12,55.10708897569443
hevc_12_1_4,58.48479904513888
hevc_12_6_3,78.68529817708333
hevc_13_15_3,66.5877712673611
hevc_13_19_3,77.01736545138888
hevc_13_30_8,55.00640842013888
hevc_13_39_3,115.1559019097222
hevc_13_43_2,58.80788368055556
hevc_13_53_5,44.65987586805556
hevc_19_0_14,58.53219314236112
hevc_19_15_3,38.97333333333334
hevc_20_9_2,55.39878255208333
hevc_20_17_2,58.26564019097221
hevc_20_39_2,53.75091145833333
hevc_20_74_3,67.69983767361111
hevc_20_80_3,63.01464539930555
hevc_20_84_8,46.71497873263889
hevc_20_93_2,52.48779730902778
hevc_20_99_7,73.82355338541667
hevc_20_110_2,38.0018359375
hevc_20_117_5,30.16297395833333
hevc_20_123_3,35.4456935763889
hevc_20_127_3,51.98249739583333
hevc_20_142_4,44.87080338541666
hevc_20_182_2,69.92823133680557
hevc_20_199_5,44.28985503472222
hevc_20_210_3,43.14659288194444
hevc_20_224_2,40.01120616319444
hevc_20_228_2,47.40025998263889
hevc_20_232_2,70.82444270833334
hevc_20_279_2,49.53417274305556
hevc_23_9_2,79.12664019097221
hevc_23_27_2,18.41483289930556
hevc_23_34_2,71.96199913194445
hevc_23_67_2,83.50088715277778
hevc_23_110_2,37.59269965277777
hevc_23_123_2,59.80378211805555
hevc_23_152_3,52.97617491319445
hevc_23_156_3,80.52248003472224
hevc_23_163_2,52.23198784722221
hevc_23_166_3,65.67828689236111
hevc_23_173_2,78.74293663194445
hevc_23_186_4,15.20768055555556
hevc_23_220_2,45.12408506944445
hevc_23_223_2,38.09233246527778
hevc_23_226_4,49.31579296875
hevc_25_0_21,38.16517447916667
hevc_25_22_10,26.50070746527778
hevc_25_34_14,30.63746744791666
hevc_25_49_17,31.87664236111111
hevc_25_67_9,57.19910894097224
hevc_25_77_2,56.73851692708333
hevc_25_81_6,34.61131336805555
hevc_25_89_18,41.19831423611112
hevc_25_108_2,21.42612977430556
hevc_25_111_3,79.15599609375
hevc_25_115_3,20.59055946180556
hevc_25_119_56,46.01090364583334
hevc_25_176_8,45.42818012152778
hevc_26_8_6,11.53719053819445
hevc_26_34_7,34.02935763888888
hevc_28_0_10,144.987421875
hevc_28_10_5,147.7911966145833
hevc_28_15_5,147.5971614583333
hevc_28_25_5,145.3410434027778
hevc_28_30_6,153.3982951388889
hevc_28_37_4,139.3504283854167
hevc_28_41_10,138.2271814236111
hevc_28_51_8,141.8768107638889
hevc_28_59_11,125.9929986979166
hevc_31_3_27,47.44924305555556
hevc_32_0_12,78.03795920138887
hevc_34_3_9,77.62599435763887
hevc_34_13_3,49.8711657986111
hevc_34_50_4,59.39607899305556
hevc_34_65_9,127.4741809895833
hevc_34_75_18,76.48252821180556
hevc_34_107_4,82.18266883680556
hevc_34_180_13,76.86243402777777
hevc_34_313_3,72.90157074652777
hevc_35_0_4,115.3071315104167
hevc_35_5_5,7.658553819444444
hevc_35_70_3,113.8877960069444
hevc_39_20_3,43.24245399305556
hevc_39_181_7,29.04286241319444
hevc_41_28_6,54.86624175347223
hevc_41_36_24,89.14638368055556
hevc_41_76_4,10.9916328125
hevc_41_136_13,51.96210677083334
hevc_41_150_6,53.57075260416667
hevc_41_182_17,78.54489583333334
